name,velocity
DEFU LANE 1,50
DEFU LANE 11,50
DEFU LANE 2,50
DEFU LANE 4,50
DEFU AVENUE 2,50
DEFU LANE 10,50
DEFU LANE 12,50
DEFU LANE 3,50
DEFU LANE 5,50
DEFU LANE 6,50
DEFU LANE 8,50
DELHI ROAD,50
DELTA ROAD,50
DENHAM CLOSE,50
DEFU LANE 7,50
DEFU LANE 9,50
DELTA AVENUE,50
DEMPSEY ROAD,50
DENHAM ROAD,50
DEPARTURE CRESCENT,40
DEPOT LANE,50
DEPOT ROAD ESTATE,40
DEPTFORD ROAD,50
DESKER ROAD,50
DEPOT CLOSE,50
DEPOT ROAD,50
DEPOT WALK,50
DERBYSHIRE ROAD,50
DEVONSHIRE ROAD,50
DICKENSON HILL ROAD,50
DIDO STREET,40
DINDING PLACE,50
DOCK ROAD EAST,50
DOCK ROAD WEST,50
DICKSON ROAD,50
DIN PANG AVENUE,40
DIX ROAD,40
DOCK ROAD SOUTH,50
DORSET ROAD,50
DOVER AVENUE,50
DOVER CRESCENT,50
DOVER RISE,50
DRAYCOTT DRIVE,50
DRYBURGH AVENUE,40
DOVER CLOSE EAST,50
DOVER DRIVE,50
DOVER ROAD,50
DRAYCOTT PARK,50
DUBLIN ROAD,50
DUCHESS AVENUE,50
DUCHESS ROAD,50
DUKE STREET,50
DUKU LANE,50
DUKU ROAD,50
DUCHESS PLACE,50
DUCHESS WALK,50
DUKE'S ROAD,50
DUKU PLACE,50
DUNBAR WALK,40
DUNDEE ROAD,40
DUNEARN ROAD - that part of Dunearn Road between Jalan Anak Bukit and Newton Circus.,70
DUNLOP STREET,50
DUNMAN ROAD,60
DURBAN ROAD,50
DUNEARN CLOSE,50
DUNKIRK AVENUE,50
DUNMAN LANE,50
DUNSFOLD DRIVE,40
DURHAM ROAD,50
DUXTON HILL,50
DYSON ROAD,50
DUXTON ROAD,50
EAN KIAM PLACE,50
EAST COAST DRIVE,50
EAST COAST PARKWAY - that part of East Coast Parkway between lamp post No. P4 and lamp post No. P43, in the direction towards Ayer Rajah Expressway.,80
EAST COAST PARKWAY - that part of East Coast Parkway towards Changi Airport, after the exit to Fort Road between lamp post No. V38S3 and lamp post No.V38S24 (slip road between East Coast Parkway and Fort Road).,60
EAST COAST PARKWAY - that part of East Coast Parkway between lamp post No. V124F and lamp post No. P1/21-1/21A, in the direction towards Changi Airport.,70
EAST COAST AVENUE,50
EAST COAST PARK SERVICE ROAD,50
EAST COAST PARKWAY - that part of East Coast Parkway between lamp post No. P3 and its western end of Airport Boulevard, in the direction towards Changi Airport.,90
EAST COAST PARKWAY - that part of East Coast Parkway between its western end of Airport Boulevard and lamp post No. P4, in the direction towards Ayer Rajah Expressway.,90
EAST COAST PARKWAY - that part of East Coast Parkway between lamp post No. P43 and lamp post No. K53F, in the direction towards Ayer Rajah Expressway.,70
EAST COAST PARKWAY - that part of East Coast Parkway between lamp post No. P1/21-1/21A and lamp post No. P3, in the direction towards Changi Airport.,80
EAST COAST TERRACE,50
EAST SUSSEX LANE,50
EASTWOOD GREEN,50
EASTWOOD ROAD,50
EAST COAST ROAD,50
EAST PERIMETER ROAD,50
EASTWOOD DRIVE,50
EASTWOOD PLACE,50
EASTWOOD TERRACE,50
EASTWOOD WALK,50
EATON PLACE,40
EBER ROAD,50
EDGEDALE PLAINS,50
EDGEFIELD WALK,50
EASTWOOD WAY,50
EATON WALK,50
EDEN GROVE,50
EDGEFIELD PLAINS,50
EDGWARE ROAD,40
EDINBURGH ROAD,50
ELIAS GREEN,50
ELIAS TERRACE,50
ELITE TERRACE,50
ELLINGTON SQUARE,50
EE TEOW LENG ROAD,40
ELIAS ROAD,50
ELITE PARK AVENUE,50
ELIZABETH DRIVE,40
ELLIOT ROAD,50
ELLIOT WALK,50
ELM AVENUE,50
EMERALD LINK,50
EMPRESS ROAD,50
ENG KONG CRESCENT,50
ELLIS ROAD,50
EMERALD HILL ROAD,50
EMPRESS PLACE,50
ENG HOON STREET,50
ENG KONG DRIVE,50
ENG KONG GARDEN,50
ENG KONG PLACE,50
ENG KONG TERRACE,50
ENG WATT STREET,50
ENGINEERING DRIVE 1,40
ENG KONG LANE,50
ENG KONG ROAD,50
ENG NEO AVENUE,60
ENGGOR STREET,50
ENGINEERING DRIVE 2,40
ENGINEERING DRIVE 3,40
ENGKU AMAN ROAD,50
ERNANI STREET,40
ESPLANADE DRIVE,70
ESTATE OFFICE DRIVE,40
ENGINEERING DRIVE 4,40
ENTERPRISE ROAD,50
ERSKINE ROAD,50
ESSEX ROAD,50
ETTRICK TERRACE,40
EU CHIN STREET,50
EUNOS AVENUE 3,50
EUNOS AVENUE 5,50
EUNOS AVENUE 5B,50
EUNOS AVENUE 7,50
EU TONG SEN STREET,60
EUNOS AVENUE 4,50
EUNOS AVENUE 5A,50
EUNOS AVENUE 6,50
EUNOS AVENUE 7A,50
EUNOS AVENUE 8,50
EUNOS CRESCENT,50
EUNOS ROAD 1,50
EUNOS ROAD 3,50
EUNOS ROAD 5,50
EUNOS AVENUE 8A,50
EUNOS LINK,50
EUNOS ROAD 2,50
EUNOS ROAD 4,50
EUNOS ROAD 6,50
EUNOS ROAD 7,50
EUNOS TERRACE,50
EVELYN ROAD,50
EVERGREEN GARDENS,50
EVERITT ROAD NORTH,50
EUNOS ROAD 8,50
EVANS ROAD,50
EVERGREEN AVENUE,50
EVERITT ROAD,50
EVERTON PARK,50
EVERTON ROAD,50
EWE BOON ROAD,50
EXPO DRIVE,60
EWART PARK,50
EXETER ROAD,50
FABER AVENUE,40
FABER DRIVE,40
FABER GROVE,40
FABER HILLS ESTATE,40
FABER TERRACE,40
FABER CRESCENT,40
FABER GREEN,40
FABER HEIGHTS,40
FABER PARK,40
FABER WALK,40
FACULTY AVENUE,40
FAIRY POINT HILL,40
FALKLAND ROAD,50
FARLEIGH AVENUE,40
FARRER COURT,50
FAIRWAYS DRIVE,50
FAJAR ROAD,50
FAN YOONG ROAD,50
FARNBOROUGH ROAD,40
FARRER DRIVE,50
FARRER PARK ROAD,50
FARRER ROAD,70
FERNHILL CRESCENT,50
FERNVALE CRESCENT,50
FERNVALE LINK,50
FARRER PARK STATION ROAD,50
FERNHILL CLOSE,50
FERNHILL ROAD,40
FERNVALE LANE,50
FERNVALE ROAD,50
FERNVALE STREET,50
FIDELIO STREET,40
FIFTH LOK YANG ROAD,50
FIGARO STREET,40
FINLAYSON GREEN,50
FERNWOOD TERRACE,50
FIFTH AVENUE,50
FIGARO GARDENS,50
FIJI ROAD,50
FIR AVENUE,50
FIRST AVENUE,50
FIRST LOK YANG ROAD,50
FISHER STREET,50
FLANDERS SQUARE,50
FLORA DRIVE,50
FIRST HOSPITAL AVENUE,50
FIRST STREET,50
FISHERY PORT ROAD,50
FLINT STREET,50
FLORA ROAD,50
FLORENCE CLOSE,50
FLORIDA ROAD,40
FLOWER ROAD,40
FOLKESTONE ROAD,50
FORD AVENUE,40
FLORENCE ROAD,40
FLORISSA PARK,50
FOCH ROAD,50
FOO KIM LIN ROAD,40
FORFAR SQUARE,40
FORT CANNING LINK,50
FORT ROAD - that part of Fort Road between Mountbatten Road and East Coast Park Service Road.,60
FOURTH CHIN BEE ROAD,50
FOURTH STREET,50
FRANCIS THOMAS DRIVE,50
FORT CANNING ROAD,50
FOURTH AVENUE,40
FOURTH LOK YANG ROAD,50
FOWLIE ROAD,50
FRANKEL AVENUE,50
FRANKEL CLOSE,40
FRANKEL HOUSING ESTATE,40
FRANKEL STREET,40
FRANKEL WALK,40
FRENCH ROAD,50
FRANKEL DRIVE,40
FRANKEL PLACE,40
FRANKEL TERRACE,40
FRASER STREET,50
FUDU PARK,50
FUDU WALK,50
FULLERTON SQUARE,50
FULTON ROAD,50
FULLERTON ROAD - that part of Fullerton Road between Esplanade Drive and Collyer Quay.,60
FULTON AVENUE,50
FUSION PLACE,50
GALISTAN AVENUE,50
GALLOP ROAD,50
GAMBAS AVENUE,70
GANGES AVENUE,60
GARDEN AVENUE,50
GALLOP PARK ROAD,50
GALLOP WALK,50
GAMBIR WALK,50
GANGSA ROAD,50
GARDEN ROAD,50
GARDENIA ROAD,40
GATEWAY AVENUE,50
GENTING LANE,50
GENTING ROAD,50
GENTLE ROAD,40
GARLICK AVENUE,50
GEMMILL LANE,50
GENTING LINK,50
GENTLE DRIVE,50
GEORGE STREET,50
GERALD CRESCENT,50
GERALD PARK,50
GEYLANG BAHRU,50
GEYLANG BAHRU TERRACE,50
GEYLANG EAST AVENUE 2,50
GERALD DRIVE,50
GERALD TERRACE,50
GEYLANG BAHRU LANE,50
GEYLANG EAST AVENUE 1,50
GEYLANG EAST AVENUE 3,50
GEYLANG EAST CENTRAL,50
GEYLANG SERAI,40
GHIM MOH ROAD,50
GILLMAN HEIGHTS,50
GLADIOLA DRIVE,40
GEYLANG ROAD - that part of Geylang Road between Sims Way and Kallang Road.,60
GIBRALTAR CRESCENT,50
GILSTEAD ROAD,50
GLASGOW ROAD,40
GLOUCESTER ROAD,50
GOLDEN RISE,50
GOLDHILL AVENUE,50
GOLDHILL PLACE,50
GOLDHILL RISE,50
GOLDEN DRIVE,50
GOLDEN WALK,50
GOLDHILL DRIVE,50
GOLDHILL PLAZA,50
GOLDHILL VIEW,50
GOMBAK DRIVE,50
GOODLINK PARK,50
GOODWOOD HILL,50
GORDON ROAD,50
GRACE PARK,50
GOMBAK RISE,50
GOODMAN ROAD,50
GOPENG STREET,50
GOSPORT ROAD,40
GRACE WALK,50
GRAHAM WHITE DRIVE,50
GRANGE ROAD,50
GREEN LANE,50
GREENDALE AVENUE,40
GREENFIELD DRIVE,40
GRANGE GARDEN,50
GRAY LANE,50
GREENBANK PARK,50
GREENDALE RISE,50
GREENLEAF AVENUE,40
GREENLEAF DRIVE,40
GREENLEAF LANE,40
GREENLEAF RISE,40
GREENLEAF VIEW,40
GREENMEAD AVENUE,40
GREENLEAF GROVE,40
GREENLEAF PLACE,40
GREENLEAF ROAD,40
GREENLEAF WALK,40
GREENPARK AVENUE,40
GREENRIDGE CRESCENT,50
GREENWOOD AVENUE,40
GREENWOOD GROVE,50
GREENWOOD PLACE,50
GREENWOOD VIEW,50
GREENVIEW CRESCENT,40
GREENWOOD CRESCENT,50
GREENWOOD LANE,50
GREENWOOD TERRACE,50
GREENWOOD WALK,50
GRENADE AVENUE,50
GROVE CRESCENT,50
GROVE LANE,50
GUAN SOON AVENUE,50
GUILLEMARD CRESCENT,50
GROVE AVENUE,50
GROVE DRIVE,50
GUAN CHUAN STREET,50
GUILLEMARD CAMP ROAD,50
GUILLEMARD LANE,50
GUILLEMARD ROAD,60
GUL CIRCLE,50
GUL DRIVE,50
GUL LINK,50
GUL STREET 1,50
GUL AVENUE,50
GUL CRESCENT,50
GUL LANE,50
GUL ROAD,50
GUL STREET 2,50
GUL STREET 3,50
GUL STREET 5,50
GUNNER LANE,50
GYMKHANA AVENUE,50
GUL STREET 4,50
GUL WAY,50
GUOK AVENUE,50
HACIENDA GROVE,50
HAI SING ROAD,50
HAIG LANE,50
HAIGSVILLE DRIVE,50
HALIFAX ROAD,50
HAI SING CRESCENT,50
HAIG AVENUE,50
HAIG ROAD,50
HAJI LANE,50
HALTON ROAD,40
HAMILTON PLACE,50
HAMPSHIRE ROAD,50
HANDY ROAD,50
HAPPY AVENUE EAST,50
HAPPY AVENUE WEST,50
HAMILTON ROAD,50
HAMPSTEAD GARDENS,50
HAPPY AVENUE CENTRAL,50
HAPPY AVENUE NORTH,50
HARBOUR DRIVE,50
HARBOURFRONT AVENUE,50
HARBOURFRONT PLACE,50
HARDING ROAD,50
HARPER ROAD,50
HARTLEY GROVE,40
HARBOURFRONT AVENUED,50
HARBOURFRONT WALK,50
HARLYN ROAD,50
HARRISON ROAD,50
HARVEY AVENUE,50
HARVEY CLOSE,50
HARVEY ROAD,50
HAVELOCK LINK,50
HAVELOCK SQUARE,50
HAY MARKET,40
HARVEY CRESCENT,50
HASTINGS ROAD,50
HAVELOCK ROAD - that part of Havelock Road between Zion Road and New Bridge Road.,60
HAWKINGE ROAD,50
HAY MARKET - SELETAR,50
HAZEL PARK TERRACE,50
HEMSLEY AVENUE,40
HENDERSON ROAD - that part of Henderson Road between Telok Blangah Road and Jalan Bukit Merah.,60
HENDRY CLOSE,40
HENG MUI KENG TERRACE - that part of Heng Mui Keng Terrace between Pasir Panjang Road and Kent Ridge Drive.,50
HEMMANT ROAD,50
HENDERSON CRESCENT,50
HENDON ROAD,40
HENG MUI KENG TERRACE,40
HERTFORD ROAD,50
HIGH STREET,50
HIGHGATE WALK,50
HIGHLAND ROAD,40
HIGHLAND WALK,50
HILLCREST HOUSING ESTATE,40
HIGHGATE CRESCENT,50
HIGHLAND CLOSE,40
HIGHLAND TERRACE,50
HILL STREET,60
HILLCREST ROAD,40
HILLSIDE DRIVE,40
HILLVIEW AVENUE - that part of Hillview Avenue between Hillview Road and Bukit Batok East Avenue 2.,60
HILLVIEW CRESCENT,50
HILLVIEW HOUSING ESTATE,40
HILLVIEW TERRACE,50
HILLSIDE TERRACE,40
HILLVIEW AVENUE,40
HILLVIEW DRIVE,50
HILLVIEW ROAD,40
HILLVIEW WAY,50
HINDHEDE DRIVE,50
HINDHEDE ROAD,50
HINDOO ROAD,50
HINDU CEMETERY PATH 2,50
HOBART ROAD,50
HINDHEDE PLACE,50
HINDHEDE WALK,50
HINDU CEMETERY PATH 1,50
HO CHING ROAD,50
HOE CHIANG ROAD,50
HOKIEN STREET,50
HOLLAND CLOSE,50
HOLLAND GREEN,50
HOLLAND GROVE DRIVE,50
HOLLAND GROVE ROAD,50
HOLLAND AVENUE,50
HOLLAND DRIVE,50
HOLLAND GROVE AVENUE,50
HOLLAND GROVE LANE,50
HOLLAND GROVE TERRACE,50
HOLLAND GROVE VIEW,50
HOLLAND HEIGHTS,50
HOLLAND LINK,50
HOLLAND PLAIN,50
HOLLAND ROAD - that part of Holland Road between Holland Grove Road and Farrer Road.,60
HOLLAND GROVE WALK,50
HOLLAND HILL,50
HOLLAND PARK,50
HOLLAND RISE,50
HOLLAND ROAD - that part of Holland Road between Ulu Pandan Road and Holland Grove Road.,70
HOLLAND ROAD - that part of Holland Road between Farrer Road and Napier Road.,70
HOLLAND ROAD SOUTH,50
HOLT ROAD,50
HONG KAH CIRCLE,50
HONG LEE PLACE,50
HOLLAND ROAD NORTH,50
HOLLAND ROAD WEST,50
HON SUI SEN DRIVE,40
HONG KAH ROAD,50
HONG SAN TERRACE,50
HONG SAN WALK,50
HOOPER ROAD,50
HORNE ROAD,50
HOUGANG AVENUE 1,50
HOUGANG AVENUE 2,60
HONGKONG STREET,50
HOOT KIAM ROAD,60
HOSPITAL DRIVE,50
HOUGANG AVENUE 10,50
HOUGANG AVENUE 3 - that part of Hougang Avenue 3 between Upper Serangoon Road and Lorong Ah Soo.,60
HOUGANG AVENUE 3 - that part of Hougang Avenue 3 between Lorong Ah Soo and Defu Avenue 1.,70
HOUGANG AVENUE 5,50
HOUGANG AVENUE 7,50
HOUGANG AVENUE 9,50
HOUGANG STREET 11,50
HOUGANG AVENUE 4,50
HOUGANG AVENUE 6,50
HOUGANG AVENUE 8,50
HOUGANG CENTRAL,50
HOUGANG STREET 21,50
HOUGANG STREET 22,50
HOUGANG STREET 51,50
HOUGANG STREET 61,50
HOUGANG STREET 92,50
HOUSING ESTATE BOUNDED BY UPPER SERANGOON ROAD, YIO CHU KANG ROAD, CHUAN HOE AVENUE AND LOWLAND ROAD,40
HOUGANG STREET 31,50
HOUGANG STREET 52,50
HOUGANG STREET 91,50
HOUGANG STREET 93,50
HOUSING ESTATE WITHIN EASTERN GARDEN,40
HOW SUN AVENUE,50
HOW SUN DRIVE,50
HOW SUN WALK,50
HOY FATT ROAD,50
HUA GUAN AVENUE,40
HOW SUN CLOSE,50
HOW SUN ROAD,50
HOWARD ROAD,50
HU CHING ROAD,50
HUA GUAN CRESCENT,40
HUDDINGTON AVENUE,40
HUME AVENUE,50
HYDE PARK GATE,40
HYLAM STREET,50
HULLET ROAD,50
HUN YEANG ROAD,50
HYDERABAD ROAD,40
HYTHE ROAD,40
IMBIAH HILL ROAD,50
IMBIAH WALK,50
INGGU ROAD,50
INSTITUTION HILL,50
INTERNATIONAL ROAD,60
IMBIAH ROAD,50
INDUS ROAD,50
INNER TEMPLE,50
INTERNATIONAL BUSINESS PARK,50
IPOH LANE,50
IQBAL AVENUE,40
IRONSIDE ROAD,50
IRVING PLACE,50
IRWELL BANK ROAD,60
ISLAND GARDENS WALK,50
IRONSIDE LINK,50
IRRAWADDY ROAD,50
IRVING ROAD,50
ISLAND CLUB ROAD,50
JACARANDA ROAD,40
JALAN ADAT,40
JALAN AHMAD IBRAHIM - that part of Jalan Ahmad Ibrahim between Corporation Road and Ayer Rajah Expressway, in the direction towards City.,60
JALAN AHMAD IBRAHIM - that part of Jalan Ahmad Ibrahim between Tuas West Drive and Corporation Road, in the direction towards City.,70
JALAN AMPANG,50
JAGO CLOSE,50
JALAN AFIFI,40
JALAN AHMAD IBRAHIM - that part of Jalan Ahmad Ibrahim between Ayer Rajah Expressway and Jurong Port Road, in the direction towards Tuas.,60
JALAN AHMAD IBRAHIM - that part of Jalan Ahmad Ibrahim between Jurong Port Road and Tuas West Drive, in the direction towards Tuas.,70
JALAN AMPAS,50
JALAN ANAK BUKIT,60
JALAN ANGGEREK,50
JALAN ANGKLONG,50
JALAN ARIF,50
JALAN ARUAN,50
JALAN ANAK PATONG,50
JALAN ANGIN LAUT,50
JALAN ANTOI,40
JALAN ARNAP,50
JALAN ASAS,50
JALAN ASUHAN,40
JALAN AWANG,50
JALAN AYER SAMAK,50
JALAN BAHAGIA,50
JALAN BAHASA,40
JALAN AWAN,50
JALAN AYER,50
JALAN AZAM,50
JALAN BAHAR,60
JALAN BAHTERA,50
JALAN BAIDURI,50
JALAN BANGKET,50
JALAN BASONG,50
JALAN BATALONG,50
JALAN BATU,40
JALAN BANGAU,40
JALAN BANGSAWAN,40
JALAN BATAI,40
JALAN BATALONG EAST,50
JALAN BATU KOYOK,50
JALAN BATU NILAM,40
JALAN BELANGKAS,50
JALAN BENA,50
JALAN BERINGIN,50
JALAN BERSEH,50
JALAN BATU UBIN,40
JALAN BELIBAS,50
JALAN BENAAN KAPAL,50
JALAN BERJAYA,50
JALAN BESAR,50
JALAN BESUT,50
JALAN BINCHANG,40
JALAN BINJAI,50
JALAN BOON LAY - that part of Jalan Boon Lay between Boon Lay Way and Jurong West Avenue 4.,60
JALAN BUKIT HO SWEE,50
JALAN BILAL,50
JALAN BINGKA,50
JALAN BINTANG TIGA,40
JALAN BOON LAY - that part of Jalan Boon Lay between Jurong Hill Flyover and Boon Lay Way.,70
JALAN BUKIT MERAH,60
JALAN BULOH PERINDU,50
JALAN BUNGA MAS,50
JALAN BUNGA RAYA,50
JALAN CHEGAR,40
JALAN CHEMPAH,40
JALAN BUMBONG,40
JALAN BUNGA RAMPAI,50
JALAN BUROH - that part of Jalan Buroh between West Coast Highway and Pioneer Road.,70
JALAN CHELAGI,50
JALAN CHEMPAKA KUNING,50
JALAN CHEMPAKA PUTEH,50
JALAN CHENGAM,40
JALAN CHERMAI,40
JALAN CHERPEN,50
JALAN CHORAK,40
JALAN CHEMPEDAK,40
JALAN CHENGKEK,50
JALAN CHERMAT,50
JALAN CHICHAU,50
JALAN CHULEK,50
JALAN DALIAH,50
JALAN DARAT NANAS,40
JALAN DAUD,40
JALAN DERMAWAN,40
JALAN DINDING,40
JALAN DAMAI,50
JALAN DATOH,50
JALAN DEMAK,50
JALAN DERUM,50
JALAN DONDANG SAYANG,50
JALAN DUA,40
JALAN DUSUN,50
JALAN EMAS URAI,50
JALAN ENAM,40
JALAN EUNOS,60
JALAN DURIAN,40
JALAN ELOK,50
JALAN EMPAT,40
JALAN ENDUT SENIN,40
JALAN GAHARU,50
JALAN GALI BATU,50
JALAN GELAM,50
JALAN GELENGGANG,50
JALAN GENDANG,50
JALAN GAJUS,50
JALAN GAPIS,50
JALAN GELEGAR,40
JALAN GEMBIRA,40
JALAN GENENG,40
JALAN GIRANG,40
JALAN GREJA,50
JALAN GUMILANG,40
JALAN HAJI SALAM,50
JALAN HANG JEBAT,50
JALAN GOTONG ROYONG,40
JALAN GRISEK,40
JALAN HAJI ALIAS,40
JALAN HAJIJAH,50
JALAN HARI RAYA,40
JALAN HAROM SETANGKAI,50
JALAN HIBORAN,40
JALAN HITAM MANIS,40
JALAN HUSSEIN,50
JALAN IBADAT,50
JALAN HARUM,50
JALAN HIKAYAT,50
JALAN HOCK CHYE,40
JALAN HWI YOH,40
JALAN IKAN MERAH,50
JALAN ILMU,40
JALAN INSAF,50
JALAN ISHAK,40
JALAN ISNIN,40
JALAN JAMAL,50
JALAN INGGU,50
JALAN INTAN,40
JALAN ISMAIL,40
JALAN ISTIMEWA,50
JALAN JAMBU AYER,40
JALAN JAMBU BATU,40
JALAN JANGGUS,50
JALAN JATI,50
JALAN JELUTONG,40
JALAN JENTERA,50
JALAN JAMBU MAWAR,40
JALAN JARAK,40
JALAN JELITA,50
JALAN JENDELA,40
JALAN JERMIN,50
JALAN JERUJU,50
JALAN JITONG,40
JALAN JURONG KECHIL,50
JALAN KAMBING,50
JALAN KAMPUNG SIGLAP,50
JALAN JINTAN,50
JALAN JORAN,40
JALAN KAKATUA,50
JALAN KAMPONG CHANTEK,40
JALAN KANDIS,50
JALAN KAPAL,50
JALAN KATHI,50
JALAN KAYU MANIS,50
JALAN KEBUN LIMAU,50
JALAN KECHOT,40
JALAN KASAU,40
JALAN KAYU,50
JALAN KEBAYA,50
JALAN KECHIL,50
JALAN KECHUBONG,50
JALAN KELABU ASAP,40
JALAN KELEMPONG,50
JALAN KELICHAP,50
JALAN KEMAJUAN,40
JALAN KEMBANG MELATI,50
JALAN KELAWAR,50
JALAN KELI,50
JALAN KELULUT,40
JALAN KEMAMAN,50
JALAN KEMBANGAN,40
JALAN KEMBOJA,40
JALAN KENARAH,40
JALAN KERIA,50
JALAN KERUING,40
JALAN KETUMBIT,40
JALAN KEMUNING,50
JALAN KERAYONG,50
JALAN KERIS,50
JALAN KESOMA,50
JALAN KHAIRUDDIN,40
JALAN KHAMIS,40
JALAN KILANG BARAT,50
JALAN KLAPA,50
JALAN KLINIK,50
JALAN KORBAN,40
JALAN KILANG,50
JALAN KILANG TIMOR,50
JALAN KLEDEK,50
JALAN KOLAM AYER,50
JALAN KORMA,50
JALAN KRIAN,40
JALAN KUALA,50
JALAN KUBOR,50
JALAN KUNING,40
JALAN KURAS,40
JALAN KUAK,40
JALAN KUANG,50
JALAN KUKOH,50
JALAN KUPANG,50
JALAN KURNIA,40
JALAN KWOK MIN,50
JALAN LABU MANIS,50
JALAN LADA PUTEH,50
JALAN LAM HUAT,50
JALAN LANA,40
JALAN LABU AYER,50
JALAN LABU MERAH,50
JALAN LAKUM,40
JALAN LAM SAM,50
JALAN LANGGAR BEDOK,50
JALAN LANJUT,40
JALAN LATEH,40
JALAN LEBAN,40
JALAN LEGUNDI,50
JALAN LEKUB,40
JALAN LAPANG,40
JALAN LAYANG LAYANG,50
JALAN LEBAT DAUN,40
JALAN LEKAR,50
JALAN LEMBAH BEDOK,50
JALAN LEMBAH KALLANG,50
JALAN LEMPENG,50
JALAN LEPAS,40
JALAN LIMA,40
JALAN LIMAU KASTURI,50
JALAN LEMBAH THOMSON,40
JALAN LENGKOK SEMBAWANG,50
JALAN LIM TAI SEE,40
JALAN LIMAU BALI,50
JALAN LIMAU MANIS,50
JALAN LIMAU NIPIS,50
JALAN LIMBOK,40
JALAN LOYANG BESAR,50
JALAN MA'MOR,50
JALAN MAHIR,40
JALAN LIMAU PURUT,50
JALAN LOKAM,50
JALAN LYE KWEE,50
JALAN MACHANG,50
JALAN MALU-MALU,50
JALAN MAMAM,40
JALAN MARIAM,40
JALAN MAS PUTEH,40
JALAN MASJID,40
JALAN MAT JAMBOL,50
JALAN MANIS,50
JALAN MAS KUNING,40
JALAN MASHHOR,40
JALAN MASTULI,50
JALAN MATA AYER,50
JALAN MATSULI,40
JALAN MAYAANAM,40
JALAN MELOR,50
JALAN MEMPURONG,50
JALAN MENDONG,50
JALAN MAWAR,50
JALAN MELATI,50
JALAN MEMBINA,50
JALAN MENARONG,40
JALAN MENGKUDU,40
JALAN MERAH SAGA,40
JALAN MERDU,50
JALAN MESIN,50
JALAN MINGGU,40
JALAN MOLEK,50
JALAN MERBOK,50
JALAN MERLIMAU,50
JALAN MESRA,40
JALAN MINYAK,50
JALAN MUHIBBAH,40
JALAN MULIA,40
JALAN MUTIARA,50
JALAN NAUNG,40
JALAN NIRA,50
JALAN NOVENA,50
JALAN MURAI,50
JALAN NAGA SARI,50
JALAN NIPAH,50
JALAN NOORDIN,40
JALAN NOVENA BARAT,50
JALAN NOVENA SELATAN,50
JALAN NOVENA UTARA,50
JALAN PACHELI,40
JALAN PANDAN,50
JALAN PARAS,40
JALAN NOVENA TIMOR,50
JALAN NURI,50
JALAN PAKIS,50
JALAN PAPAN,50
JALAN PARI BURONG,50
JALAN PARI DEDAP,50
JALAN PARI UNAK,50
JALAN PASAR BARU,40
JALAN PASIR RIA,50
JALAN PAYOH LAI,40
JALAN PARI KIKIS,50
JALAN PARIT,50
JALAN PASIR MERAH,50
JALAN PASIRAN,50
JALAN PEKAN UBIN,40
JALAN PELAJAU,40
JALAN PELATINA,40
JALAN PELEPAH,50
JALAN PEMIMPIN,40
JALAN PERADUN,40
JALAN PELANGI,50
JALAN PELATOK,50
JALAN PELIKAT,40
JALAN PENJARA,50
JALAN PERAHU,50
JALAN PERGAM,50
JALAN PERNAMA,50
JALAN PIALA,40
JALAN PINTAU,50
JALAN PISANG,50
JALAN PERMATANG,50
JALAN PESAWAT,50
JALAN PINANG,50
JALAN PIRING,50
JALAN POKOK SERUNAI,50
JALAN PUNAI,40
JALAN PUTERI JULA JULI,50
JALAN RABU,40
JALAN RAJA UDANG,50
JALAN RAJAWALI,50
JALAN PUTEH JERNEH,40
JALAN PUYOH,50
JALAN RAHMAT,40
JALAN RAJAH,50
JALAN RAMA RAMA,50
JALAN RASOK,40
JALAN REBANA,50
JALAN REMAJA,40
JALAN RENDANG,50
JALAN RENGKAM,50
JALAN RAYA,50
JALAN REDOP,40
JALAN REMIS,50
JALAN RENGAS,40
JALAN RESAK,40
JALAN RIA,40
JALAN RIMAU,40
JALAN RUKAM,40
JALAN RUMBIA,50
JALAN SAHABAT,40
JALAN RIANG,40
JALAN RINDU,50
JALAN RUMAH TINGGI,50
JALAN RUMIA,40
JALAN SAJAK,50
JALAN SALABIN,50
JALAN SAM HENG,40
JALAN SAMARINDA,40
JALAN SAMULUN,50
JALAN SANYONGKONG,50
JALAN SALANG,50
JALAN SAM KONGSI,50
JALAN SAMPURNA,50
JALAN SANKAM,50
JALAN SAPPAN,40
JALAN SATU,40
JALAN SAYANG,40
JALAN SEDAP,50
JALAN SEH CHUAN,40
JALAN SELAMAT,40
JALAN SAUDARA KU,50
JALAN SEAVIEW,50
JALAN SEGAM,50
JALAN SEJARAH,40
JALAN SELANTING,50
JALAN SELASEH,40
JALAN SELIMANG,50
JALAN SEMECHEK,50
JALAN SEMINEI,50
JALAN SENANDONG,50
JALAN SELENDANG DELIMA,50
JALAN SEMBILANG,50
JALAN SEMERBAK,50
JALAN SEMPADAN,50
JALAN SENANG,40
JALAN SENDUDOK,50
JALAN SENTOSA,40
JALAN SERANGGONG KECHIL,40
JALAN SERENGAM,50
JALAN SETIA,40
JALAN SENI,40
JALAN SENYUM,40
JALAN SERENE,50
JALAN SERULING,50
JALAN SHAER,50
JALAN SIANTAN,50
JALAN SIKUDANGAN,50
JALAN SINAR BINTANG,50
JALAN SINDOR,40
JALAN SONGKET,40
JALAN SIAP,50
